Towers,360380.0,111854.0,-68.96
Json,213668.0,135720.0,-36.48
Go,241043.0,155811.0,-35.36
CD,431497.0,353866.0,-17.99
DeltaBlue,139603.0,118325.0,-15.24
List,462316.0,402587.0,-12.92
Richards,209064.0,185997.0,-11.03
Bounce,40174.0,36710.0,-8.62
Havlak,592439.0,560500.0,-5.39
Storage,314965.0,299503.0,-4.91
Sieve,115940.0,110353.0,-4.82
Permute,291676.0,280066.0,-3.98
NBody,91130.0,87515.0,-3.97
Mandelbrot,72172.0,72912.0,1.03
Queens,132846.0,135842.0,2.26
